language,id,name,url,birth_place,native_language,other_languages,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,mp3_url,age,sex,has_mp3,length_of_time_speaking_english,sample_length
vietnamese,1134,vietnamese9,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1134,"ho chi minh city, vietnam",vietnamese,japanese,14.0,academic,usa,4.0,https://accent.gmu.edu/soundtracks/vietnamese9.mp3,20.0,male,True,6.0,428983.0
khalkha mongol,1135,mongolian5,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1135,"sofia, bulgaria",mongolian,russian,9.0,academic,usa,9.0,https://accent.gmu.edu/soundtracks/mongolian5.mp3,23.0,male,True,14.0,383445.0
hausa,1136,hausa8,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1136,"katsina, nigeria",hausa,arabic fulani,7.0,academic,usa,4.0,https://accent.gmu.edu/soundtracks/hausa8.mp3,30.0,male,True,23.0,498260.0
english,1137,english318,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1137,"sarnia, ontario, canada",english,none,0.0,naturalistic,canada,46.0,https://accent.gmu.edu/soundtracks/english318.mp3,46.0,male,True,46.0,408864.0
english,1138,english319,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1138,"grimsby, lincolnshire, uk",english,none,0.0,naturalistic,uk,29.0,https://accent.gmu.edu/soundtracks/english319.mp3,29.0,male,True,29.0,322155.0
hungarian,1139,hungarian7,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1139,"budapest, hungary",hungarian,german,17.0,naturalistic,usa,40.0,https://accent.gmu.edu/soundtracks/hungarian7.mp3,57.0,female,True,40.0,403227.0
krio,1140,krio5,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1140,"freetown, sierra leone",krio,oku,6.0,naturalistic,"sierra leone, usa",26.0,https://accent.gmu.edu/soundtracks/krio5.mp3,36.0,male,True,30.0,510910.0
chinese,1141,mandarin26,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1141,"emei, sichuan, china",mandarin,none,12.0,academic,usa,3.0,https://accent.gmu.edu/soundtracks/mandarin26.mp3,31.0,female,True,19.0,495685.0
korean,1142,korean21,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1142,"ulsan, south korea",korean,none,12.0,academic,usa,7.0,https://accent.gmu.edu/soundtracks/korean21.mp3,21.0,male,True,9.0,517253.0
gujarati,1143,gujarati6,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1143,"kutch, gujarat, india",gujarati,kutchi hindi,5.0,naturalistic,"india,usa",23.0,https://accent.gmu.edu/soundtracks/gujarati6.mp3,29.0,male,True,24.0,515592.0
turkish,1144,turkish20,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1144,"kocaeli, turkey",turkish,none,9.0,academic,,0.0,https://accent.gmu.edu/soundtracks/turkish20.mp3,19.0,female,True,10.0,365501.0
korean,1145,korean22,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1145,"inchon, south korea",korean,french spanish,8.0,academic,,0.0,https://accent.gmu.edu/soundtracks/korean22.mp3,19.0,female,True,11.0,313711.0
kiswahili,1146,kiswahili9,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1146,"tanga, tanzania",kiswahili,none,13.0,academic,usa,20.0,https://accent.gmu.edu/soundtracks/kiswahili9.mp3,50.0,male,True,37.0,452075.0
somali,1147,somali4,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1147,"mogadishu, somalia",somali,dutch french,7.0,academic,"uk, usa",14.5,https://accent.gmu.edu/soundtracks/somali4.mp3,25.0,female,True,18.0,395676.0
somali,1148,somali5,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1148,"mogadishu, somalia",somali,arabic,18.0,academic,"uk, usa",11.5,https://accent.gmu.edu/soundtracks/somali5.mp3,39.0,male,True,21.0,467308.0
somali,1149,somali6,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1149,"hargeysa, somalia",somali,arabic german french,17.0,academic,"uk, usa",7.8,https://accent.gmu.edu/soundtracks/somali6.mp3,32.0,male,True,15.0,580662.0
ga,1150,ga4,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1150,"accra, ghana",ga,fanti twi german,6.0,academic,"ghana, uk, usa",41.0,https://accent.gmu.edu/soundtracks/ga4.mp3,60.0,male,True,54.0,312469.0
tigrigna,1151,tigrigna6,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1151,"adigrat, ethiopia",tigrigna,amharic russian,15.0,academic,usa,28.0,https://accent.gmu.edu/soundtracks/tigrigna6.mp3,58.0,female,True,43.0,441851.0
oromo,1152,oromo3,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1152,"dembi dollo, ethiopia",oromo,amharic,8.0,academic,usa,10.0,https://accent.gmu.edu/soundtracks/oromo3.mp3,35.0,female,True,27.0,420269.0
gusii,1153,gusii2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1153,"kisii, kenya",gusii,kiswahili kikuyu kamba,6.0,academic,usa,8.0,https://accent.gmu.edu/soundtracks/gusii2.mp3,41.0,male,True,35.0,441633.0
chinese,1154,mandarin27,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1154,"chengdu, sichuan, china",mandarin,none,15.0,academic,usa,3.0,https://accent.gmu.edu/soundtracks/mandarin27.mp3,18.0,male,True,3.0,372336.0
kikuyu,1155,kikuyu2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1155,"kerugoya, kenya",kikuyu,kiswahili,7.0,academic,"kenya, usa",50.0,https://accent.gmu.edu/soundtracks/kikuyu2.mp3,50.0,male,True,43.0,462094.0
kikuyu,1156,kikuyu3,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1156,"nairobi, kenya",kikuyu,kiswahili kiambu,5.0,academic,"kenya, usa",45.0,https://accent.gmu.edu/soundtracks/kikuyu3.mp3,45.0,female,True,40.0,441765.0
serbian,1157,serbian16,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1157,"belgrade, serbia",serbian,spanish,9.0,academic,canada,6.5,https://accent.gmu.edu/soundtracks/serbian16.mp3,33.0,male,True,24.0,380241.0
lingala,1158,lingala1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1158,"kinshasa, democratic republic of congo",lingala,french kikongo mbala kiswahili tshiluba,30.0,naturalistic,usa,7.0,https://accent.gmu.edu/soundtracks/lingala1.mp3,37.0,male,True,7.0,779331.0
afrikaans,1159,afrikaans4,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1159,"pretoria, south africa",afrikaans,flemish dutch,8.0,academic,usa,15.0,https://accent.gmu.edu/soundtracks/afrikaans4.mp3,26.0,male,True,18.0,375539.0
french,1160,french34,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1160,"abidjan, ivory coast",french,bambara yoruba,16.0,academic,usa,30.0,https://accent.gmu.edu/soundtracks/french34.mp3,56.0,male,True,40.0,568506.0
yiddish,1161,yiddish3,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1161,"brooklyn, new york, usa",yiddish,french spanish,5.0,academic,usa,52.0,https://accent.gmu.edu/soundtracks/yiddish3.mp3,52.0,male,True,47.0,381787.0
english,1162,english320,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1162,"maryland county, liberia",english,grebo,0.0,naturalistic,"liberia, usa",59.0,https://accent.gmu.edu/soundtracks/english320.mp3,59.0,female,True,59.0,666726.0
english,1163,english321,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1163,"brooklyn, new york, usa",english,yiddish french hebrew,0.0,naturalistic,usa,52.0,https://accent.gmu.edu/soundtracks/english321.mp3,52.0,male,True,52.0,317645.0
yiddish,1164,yiddish4,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1164,"vienna, austria",yiddish,german romanian,20.0,academic,usa,59.0,https://accent.gmu.edu/soundtracks/yiddish4.mp3,89.0,female,True,69.0,645563.0
haitian creole french,1165,haitian creole french1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1165,"port-au-prince, haiti",haitian creole french,none,42.0,academic,usa,1.0,https://accent.gmu.edu/soundtracks/haitiancreolefrench1.mp3,42.0,male,True,0.0,775035.0
haitian creole french,1166,haitian creole french2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1166,"port-au-prince, haiti",haitian creole french,french,35.0,academic,usa,5.0,https://accent.gmu.edu/soundtracks/haitiancreolefrench2.mp3,40.0,male,True,5.0,1104392.0
haitian creole french,1167,haitian creole french3,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1167,"port-au-prince, haiti",haitian creole french,french,41.0,academic,usa,5.0,https://accent.gmu.edu/soundtracks/haitiancreolefrench3.mp3,43.0,male,True,2.0,1028196.0
haitian creole french,1168,haitian creole french4,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1168,"port-au-prince, haiti",haitian creole french,french spanish,21.0,academic,usa,0.7,https://accent.gmu.edu/soundtracks/haitiancreolefrench4.mp3,21.0,male,True,0.0,1102644.0
haitian creole french,1169,haitian creole french5,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1169,"port-au-prince, haiti",haitian creole french,french,51.0,academic,usa,5.0,https://accent.gmu.edu/soundtracks/haitiancreolefrench5.mp3,54.0,female,True,3.0,1243806.0
yiddish,1170,yiddish5,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1170,"vilnius, lithuania",yiddish,russian polish german,26.0,naturalistic,usa,60.0,https://accent.gmu.edu/soundtracks/yiddish5.mp3,86.0,female,True,60.0,464126.0
polish,1171,polish14,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1171,"warsaw, poland",polish,french russian swedish yiddish,35.0,naturalistic,usa,57.0,https://accent.gmu.edu/soundtracks/polish14.mp3,97.0,male,True,62.0,584515.0
english,1172,english322,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1172,"yorkton, saskatchewan, canada",english,none,0.0,naturalistic,canada,29.0,https://accent.gmu.edu/soundtracks/english322.mp3,29.0,male,True,29.0,305515.0
english,1173,english323,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1173,"regina, saskatchewan, canada",english,none,0.0,naturalistic,canada,31.0,https://accent.gmu.edu/soundtracks/english323.mp3,31.0,female,True,31.0,290887.0
english,1174,english324,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1174,"st. marys, ontario, canada",english,french,0.0,naturalistic,canada,28.0,https://accent.gmu.edu/soundtracks/english324.mp3,28.0,male,True,28.0,283167.0
italian,1175,italian22,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1175,"teramo, italy",italian,german,6.0,academic,,0.0,https://accent.gmu.edu/soundtracks/italian22.mp3,23.0,male,True,17.0,377860.0
english,1176,english325,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1176,"reading, pennsylvania, usa",english,italian,0.0,naturalistic,usa,32.0,https://accent.gmu.edu/soundtracks/english325.mp3,32.0,male,True,32.0,412585.0
italian,1177,italian23,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1177,"cuneo, italy",italian,piemontese french spanish,14.0,academic,usa,10.0,https://accent.gmu.edu/soundtracks/italian23.mp3,34.0,female,True,20.0,343445.0
slovak,1178,slovak4,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1178,"bratislava, slovakia",slovak,german,15.0,academic,usa,1.0,https://accent.gmu.edu/soundtracks/slovak4.mp3,20.0,female,True,5.0,490266.0
,1179,,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1179,,,none,,,,,,,,False,,
kurdish,1180,kurdish5,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1180,"sulaymaniyah, iraq",kurdish,arabic farsi,11.0,academic,usa,12.0,https://accent.gmu.edu/soundtracks/kurdish5.mp3,32.0,male,True,21.0,459519.0
arabic,1181,arabic31,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1181,"baghdad, iraq",arabic,none,12.0,academic,usa,0.3,https://accent.gmu.edu/soundtracks/arabic31.mp3,47.0,female,True,35.0,784174.0
ikalanga,1182,kalanga1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1182,"francistown, botswana",kalanga,tswana ndebele,9.0,academic,"botswana, usa",30.0,https://accent.gmu.edu/soundtracks/kalanga1.mp3,30.0,male,True,21.0,434930.0
setswana,1183,tswana2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1183,"lobatse, botswana",tswana,kalanga sotho,6.0,academic,botswana,32.0,https://accent.gmu.edu/soundtracks/tswana2.mp3,32.0,female,True,26.0,449469.0
ibibio,1184,ibibio1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1184,"uyo, akwa ibom, nigeria",ibibio,none,3.0,naturalistic,"nigeria, uk, usa",52.0,https://accent.gmu.edu/soundtracks/ibibio1.mp3,52.0,male,True,49.0,442717.0
ibibio,1185,ibibio2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1185,"abak, akwa ibom, nigeria",ibibio,none,4.0,naturalistic,"nigeria, uk, usa",45.0,https://accent.gmu.edu/soundtracks/ibibio2.mp3,45.0,female,True,41.0,526164.0
catalan,1186,catalan3,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1186,"santiago, chile",catalan,spanish french german,11.0,naturalistic,usa,40.0,https://accent.gmu.edu/soundtracks/catalan3.mp3,51.0,female,True,40.0,369602.0
portuguese,1187,portuguese28,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1187,"sao paulo, brazil",portuguese,spanish french,10.0,academic,usa,12.0,https://accent.gmu.edu/soundtracks/portuguese28.mp3,36.0,female,True,26.0,464101.0
english,1188,english326,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1188,"fairborn, ohio, usa",english,none,0.0,naturalistic,usa,50.0,https://accent.gmu.edu/soundtracks/english326.mp3,53.0,male,True,53.0,314281.0
french,1189,french35,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1189,"toulouse, france",french,none,10.0,academic,,0.0,https://accent.gmu.edu/soundtracks/french35.mp3,27.0,male,True,17.0,368574.0
kabyle,1190,kabyle1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1190,"algiers, algeria",kabyle,italian french arabic,12.0,academic,,0.0,https://accent.gmu.edu/soundtracks/kabyle1.mp3,26.0,female,True,14.0,399462.0
russian,1191,russian27,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1191,"moscow, russia",russian,ukrainian polish german,14.0,naturalistic,,0.0,https://accent.gmu.edu/soundtracks/russian27.mp3,21.0,male,True,7.0,368889.0
vietnamese,1192,vietnamese10,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1192,"quang nam, vietnam",vietnamese,french,18.0,academic,usa,16.0,https://accent.gmu.edu/soundtracks/vietnamese10.mp3,57.0,female,True,39.0,755110.0
nandi,1193,nandi1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1193,"eldoret, kenya",nandi,swahili,18.0,academic,usa,15.0,https://accent.gmu.edu/soundtracks/nandi1.mp3,35.0,male,True,17.0,501414.0
malay,1194,malay2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1194,"kuching, sarawak, malaysia",malay,arabic mandarin japanese,5.0,naturalistic,usa,3.0,https://accent.gmu.edu/soundtracks/malay2.mp3,22.0,male,True,17.0,427185.0
swedish,1195,swedish11,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1195,"espoo, finland",swedish,finnish german,10.0,academic,usa,16.0,https://accent.gmu.edu/soundtracks/swedish11.mp3,36.0,female,True,26.0,362120.0
korean,1196,korean23,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1196,"seoul, south korea",korean,japanese,12.0,academic,usa,5.0,https://accent.gmu.edu/soundtracks/korean23.mp3,49.0,female,True,37.0,525056.0
kurdish,1197,kurdish6,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1197,"sulaymaniyah, iraq",kurdish,arabic,11.0,academic,usa,12.0,https://accent.gmu.edu/soundtracks/kurdish6.mp3,57.0,female,True,46.0,688203.0
russian,1198,russian28,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1198,"minsk, belarus",russian,french german,11.0,academic,usa,4.0,https://accent.gmu.edu/soundtracks/russian28.mp3,25.0,female,True,14.0,333922.0
khalkha mongol,1199,mongolian6,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1199,"sukhbaatar, mongolia",mongolian,russian mandarin,26.0,academic,usa,3.0,https://accent.gmu.edu/soundtracks/mongolian6.mp3,29.0,female,True,3.0,516554.0
,1200,,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1200,"riverside, small malaita, solomon islands",sa'a,pijin,7.0,academic,"australia, usa",2.0,https://accent.gmu.edu/soundtracks/sa'a1.mp3,52.0,male,True,45.0,507364.0
vietnamese,1201,vietnamese11,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1201,"quang nam, vietnam",vietnamese,french,15.0,academic,usa,16.0,https://accent.gmu.edu/soundtracks/vietnamese11.mp3,67.0,male,True,52.0,583392.0
hindi,1202,hindi10,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1202,"new delhi, india",hindi,french,10.5,naturalistic,usa,8.0,https://accent.gmu.edu/soundtracks/hindi10.mp3,19.0,female,True,8.5,350457.0
arabic,1203,arabic32,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1203,"baghdad, iraq",arabic,none,12.0,academic,usa,16.0,https://accent.gmu.edu/soundtracks/arabic32.mp3,42.0,male,True,30.0,443488.0
arabic,1204,arabic33,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1204,"baghdad, iraq",arabic,none,11.0,academic,usa,0.3,https://accent.gmu.edu/soundtracks/arabic33.mp3,28.0,female,True,17.0,651260.0
english,1205,english327,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1205,"dunedin, florida, usa",english,none,0.0,naturalistic,usa,27.0,https://accent.gmu.edu/soundtracks/english327.mp3,27.0,male,True,27.0,352000.0
english,1206,english328,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1206,"hollywood, florida, usa",english,thai,0.0,naturalistic,usa,23.0,https://accent.gmu.edu/soundtracks/english328.mp3,23.0,female,True,23.0,294206.0
english,1207,english329,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1207,"boise, idaho, usa",english,french,0.0,naturalistic,usa,19.0,https://accent.gmu.edu/soundtracks/english329.mp3,21.0,female,True,21.0,360532.0
english,1208,english330,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1208,"augusta, georgia, usa",english,french,0.0,naturalistic,usa,18.0,https://accent.gmu.edu/soundtracks/english330.mp3,18.0,female,True,18.0,337358.0
english,1209,english331,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1209,"perth, australia",english,none,0.0,naturalistic,australia,28.0,https://accent.gmu.edu/soundtracks/english331.mp3,28.0,female,True,28.0,332000.0
turkish,1210,turkish21,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1210,"istanbul, turkey",turkish,french german,4.0,naturalistic,usa,3.0,https://accent.gmu.edu/soundtracks/turkish21.mp3,18.0,female,True,14.0,345711.0
norwegian,1211,norwegian6,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1211,"askim, norway",norwegian,german swedish,10.0,academic,usa,4.0,https://accent.gmu.edu/soundtracks/norwegian6.mp3,29.0,male,True,19.0,386463.0
english,1212,english332,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1212,"baltimore, maryland, usa",english,none,0.0,naturalistic,usa,20.0,https://accent.gmu.edu/soundtracks/english332.mp3,20.0,female,True,20.0,369280.0
northern sotho,1213,northern sotho1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1213,"polokwane, limpopo, south africa",northern sotho,setswana sesotho,6.0,academic,"south africa, usa",36.0,https://accent.gmu.edu/soundtracks/northernsotho1.mp3,36.0,female,True,30.0,471291.0
english,1214,english333,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1214,"spokane, washington, usa",english,none,0.0,naturalistic,usa,29.0,https://accent.gmu.edu/soundtracks/english333.mp3,32.0,female,True,32.0,287916.0
english,1215,english334,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1215,"derby, england, uk",english,none,0.0,naturalistic,uk,18.0,https://accent.gmu.edu/soundtracks/english334.mp3,18.0,female,True,18.0,445951.0
english,1216,english335,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1216,"washington, district of columbia, usa",english,none,0.0,naturalistic,usa,6.0,https://accent.gmu.edu/soundtracks/english335.mp3,6.0,male,True,6.0,463973.0
english,1217,english336,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1217,"baltimore, maryland, usa",english,none,0.0,naturalistic,usa,44.0,https://accent.gmu.edu/soundtracks/english336.mp3,46.0,female,True,46.0,365031.0
english,1218,english337,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1218,"jersey city, new jersey, usa",english,none,0.0,naturalistic,"usa, canada",84.0,https://accent.gmu.edu/soundtracks/english337.mp3,84.0,female,True,84.0,397319.0
english,1219,english338,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1219,"sydney, australia",english,french,0.0,naturalistic,"australia, canada",53.0,https://accent.gmu.edu/soundtracks/english338.mp3,53.0,female,True,53.0,326919.0
english,1220,english339,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1220,"chicago, illinois, usa",english,none,0.0,naturalistic,"usa, canada",54.0,https://accent.gmu.edu/soundtracks/english339.mp3,54.0,male,True,54.0,435606.0
finnish,1221,finnish6,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1221,"riihimaki, finland",finnish,french swedish german spanish,9.0,academic,,0.0,https://accent.gmu.edu/soundtracks/finnish6.mp3,19.0,female,True,10.0,368033.0
english,1222,english340,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1222,"charleston, west virginia, usa",english,none,0.0,naturalistic,usa,19.0,https://accent.gmu.edu/soundtracks/english340.mp3,19.0,male,True,19.0,294772.0
dutch,1223,dutch15,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1223,"nunspeet, netherlands",dutch,afrikaans low saxon,10.0,naturalistic,south africa,9.0,https://accent.gmu.edu/soundtracks/dutch15.mp3,23.0,male,True,13.0,385760.0
english,1224,english341,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1224,"new york, new york, usa",english,german,0.0,naturalistic,usa,23.0,https://accent.gmu.edu/soundtracks/english341.mp3,23.0,female,True,23.0,302544.0
english,1225,english342,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1225,"kansas city, missouri, usa",english,none,0.0,naturalistic,usa,33.0,https://accent.gmu.edu/soundtracks/english342.mp3,33.0,male,True,33.0,268958.0
english,1226,english343,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1226,"portland, maine, usa",english,german spanish,0.0,naturalistic,usa,23.0,https://accent.gmu.edu/soundtracks/english343.mp3,23.0,male,True,23.0,350804.0
spanish,1227,spanish68,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1227,"san fernando, chile",spanish,german,14.0,academic,australia,0.8,https://accent.gmu.edu/soundtracks/spanish68.mp3,27.0,male,True,13.0,359571.0
armenian,1228,armenian6,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1228,"armavir, russia",armenian,russian,11.0,academic,,0.0,https://accent.gmu.edu/soundtracks/armenian6.mp3,23.0,male,True,12.0,252293.0
spanish,1229,spanish69,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1229,"caracas, venezuela",spanish,french,7.0,naturalistic,usa,10.0,https://accent.gmu.edu/soundtracks/spanish69.mp3,20.0,female,True,13.0,334432.0
spanish,1230,spanish70,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1230,"bogota, colombia",spanish,french,10.0,academic,usa,1.5,https://accent.gmu.edu/soundtracks/spanish70.mp3,30.0,female,True,20.0,387552.0
spanish,1231,spanish71,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1231,"rosario, argentina",spanish,swedish italian,6.0,academic,,0.0,https://accent.gmu.edu/soundtracks/spanish71.mp3,24.0,male,True,18.0,346123.0
english,1232,english344,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1232,"lumberton, north carolina, usa",english,french spanish,0.0,naturalistic,usa,19.0,https://accent.gmu.edu/soundtracks/english344.mp3,19.0,female,True,19.0,395553.0
english,1233,english345,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1233,"kansas city, missouri, usa",english,spanish,0.0,naturalistic,usa,20.0,https://accent.gmu.edu/soundtracks/english345.mp3,20.0,male,True,20.0,339336.0
kazakh,1234,kazakh2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1234,"almaty, kazakhstan",kazakh,russian,6.0,academic,"uk, india",0.4,https://accent.gmu.edu/soundtracks/kazakh2.mp3,22.0,male,True,16.0,342600.0
english,1235,english346,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1235,"east hartford, connecticut, usa",english,french,0.0,naturalistic,usa,60.0,https://accent.gmu.edu/soundtracks/english346.mp3,60.0,male,True,60.0,411474.0
english,1236,english347,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1236,"burnsville, minnesota, usa",english,spanish,0.0,naturalistic,usa,22.0,https://accent.gmu.edu/soundtracks/english347.mp3,22.0,female,True,22.0,390121.0
english,1237,english348,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1237,"las pinas, philippines",english,tagalog,0.0,naturalistic,philippines,20.0,https://accent.gmu.edu/soundtracks/english348.mp3,20.0,female,True,20.0,317510.0
spanish,1238,spanish72,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1238,"miami, florida, usa",spanish,none,5.0,naturalistic,usa,20.0,https://accent.gmu.edu/soundtracks/spanish72.mp3,20.0,female,True,15.0,305140.0
english,1239,english349,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1239,"warrenton, virginia, usa",english,none,0.0,naturalistic,usa,24.0,https://accent.gmu.edu/soundtracks/english349.mp3,24.0,female,True,24.0,363532.0
spanish,1240,spanish73,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1240,"merida, venezuela",spanish,none,15.0,academic,uk,0.1,https://accent.gmu.edu/soundtracks/spanish73.mp3,19.0,male,True,4.0,334424.0
english,1241,english350,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1241,"polesworth, staffordshire, uk",english,none,0.0,naturalistic,uk,18.0,https://accent.gmu.edu/soundtracks/english350.mp3,18.0,female,True,18.0,373477.0
english,1242,english351,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1242,"carthage, missouri, usa",english,none,0.0,naturalistic,usa,37.0,https://accent.gmu.edu/soundtracks/english351.mp3,37.0,male,True,37.0,351739.0
english,1243,english352,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1243,"singapore, singapore",english,mandarin hokkien cantonese hainanese,0.0,naturalistic,singapore,25.0,https://accent.gmu.edu/soundtracks/english352.mp3,25.0,male,True,25.0,457611.0
faroese,1244,faroese1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1244,"torshavn, faroe islands",faroese,danish norwegian swedish german,11.0,academic,,0.0,https://accent.gmu.edu/soundtracks/faroese1.mp3,28.0,male,True,17.0,339040.0
polish,1245,polish15,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1245,"ketrzyn, poland",polish,russian spanish,9.0,academic,,0.0,https://accent.gmu.edu/soundtracks/polish15.mp3,25.0,female,True,16.0,462520.0
english,1246,english353,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1246,"saskatoon, saskatchewan, canada",english,french,0.0,naturalistic,canada,18.0,https://accent.gmu.edu/soundtracks/english353.mp3,18.0,male,True,18.0,324894.0
cantonese,1247,cantonese19,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1247,"hong kong, china",cantonese,mandarin,7.0,academic,usa,0.1,https://accent.gmu.edu/soundtracks/cantonese19.mp3,28.0,female,True,21.0,548475.0
