segment_id,speaker,start_time,end_time,content,length,original_file_name,original_file_path,speaker_gender,interviewer_gender,file_name,sample_length,speaker_age,speaker_race,match_file_name
0_2456,DCB_se2_ag4_f_04,1304.8509,1322.2774,"You know, (pause 0.29) I look back now, do I have any regrets? Absolutely not. (pause 1.36) Some of the choices that I made- (pause 0.48) Whoo. (pause 0.53) Probably shouldn't have made them, (pause 0.11) but I did, and (pause 0.44) I think it (pause 1.16) makes you a better person (pause 0.19) if you can see- (pause 0.50) Look at all the positive things that came out of that, the decisions that you made.",17.426500000000033,DCB_se2_ag4_f_04_1.wav,data/CORAAL/DCB/DCB_audio_part08_2018.10.06/DCB_se2_ag4_f_04_1.wav,female,female,96.wav,278832,old,african_american,55.wav
1_1622,S18,226.8028,231.988062,no i don't either because i believe in the death penalty and i feel taking a life like that leaving someone there just to die,5.185262000000023,s1804a.wav,data/buckeye/s1804a.wav,female,female,97.wav,82976,old,caucasian,52.wav
0_5669,PRV_se0_ag3_m_01,2313.2648,2322.0007,"And at that time, black folks (pause 0.85) weren't um, (pause 2.13) allowed to come through an emergency situation. You had- (pause 0.60)",8.735900000000129,PRV_se0_ag3_m_01_1.wav,data/CORAAL/PRV/PRV_audio_part04_2018.10.06/PRV_se0_ag3_m_01_1.wav,male,male,98.wav,139776,old,african_american,72.wav
1_2725,S29,141.373491,148.598494,just mount tapes uh do printouts monitor systems uh people have problems help solve them,7.225002999999987,s2901b.wav,data/buckeye/s2901b.wav,male,female,99.wav,115600,old,caucasian,56.wav
0_3346,DCB_se3_ag4_m_02,420.4543,429.4062,(pause 0.47) and so every day we rode (pause 0.17) the bus all the way across town (pause 0.37) from (pause 0.57) Northeast to far Northwest (pause 0.45) to go to school.,8.951900000000023,DCB_se3_ag4_m_02_1.wav,data/CORAAL/DCB/DCB_audio_part14_2018.10.06/DCB_se3_ag4_m_02_1.wav,male,female,100.wav,143232,old,african_american,64.wav
0_1574,DCB_se2_ag2_f_01,1944.7538,2010.0042,"I've never been (pause 0.18) into the touristy stuff. Like, I probably never been- I've probably been outside the White House, but that was- (pause 0.12) in my most recent years. Um, don't go to the monument. Don't hang out at all the museums and stuff like that. No. (pause 0.51) Probably just on field trips. (pause 0.52) But (pause 0.25) um, (pause 0.20) when I wen- a- went away to school, (pause 0.19) and like, (pause 0.16) all of my friends was from like DC. My boyfriend was from (pause 0.17) Ohio. (pause 0.07) Some of my friends from DC, but all my sorority sisters from different places. (pause 0.36) So we would alternate like where we would go. (pause 0.35) So when I would bring them here, (pause 0.66) they got to know (pause 0.13) DC outside of the /monuminutes/, (pause 0.32) and they fell in love with it. So it became, oh, I'm going to DC spring break, or I'm going to DC (pause 0.30) for Christmas. I'm going to DC for Thanksgiving. (pause 0.28) And so, If they came here, (pause 0.50) th- (pause 1.11) Towards my freshman year it was (pause 0.28) going to the go go and stuff like that. (pause 0.46) So I took a few of them to the go go. I had to make sure they all had Mumbo sauce. (pause 0.45) And then DC and Chicago had this thing. Like what's better Mumbo sauce or Mild sauce? I would like take my Mumbo sauce up to Ohio (pause 0.54) and stuff like that. But coming here was go go, (pause 0.23) Mumbo sauce. (pause 0.33) I let them get the experience of the train. (pause 1.39) /And those things/.",65.25040000000013,DCB_se2_ag2_f_01_1.wav,data/CORAAL/DCB/DCB_audio_part05_2018.10.06/DCB_se2_ag2_f_01_1.wav,female,female,101.wav,1044016,young,african_american,27.wav
0_129,ATL_se0_ag1_f_03,652.5769,659.4143,"where my mom is from. And like, (pause 0.83) because, I love that type of music. I love the whole (pause 0.65)",6.837400000000002,ATL_se0_ag1_f_03_1.wav,data/CORAAL/ATL/ATL_audio_part01_2020.05/ATL_se0_ag1_f_03_1.wav,female,male,102.wav,109408,young,african_american,85.wav
1_362,S05,403.297788,411.868336,but historically yknow women were <CUTOFF-no=not> yknow it was a man's field and and yknow even women who were doing it and doing it well didn't get the attention didn't get,8.570547999999974,s0501b.wav,data/buckeye/s0501b.wav,female,female,103.wav,137136,old,caucasian,15.wav
0_1563,DCB_se1_ag4_m_02,1870.5457,1880.0637,"They t- they start talking about the road, yeah, you know, they from- they from, you know, a little further down South. (pause 0.56) You know. (pause 0.49) /Inaudible/. Cause they don't have streets down there. Everything's a road down there, yeah.",9.518000000000027,DCB_se1_ag4_m_02_1.wav,data/CORAAL/DCB/DCB_audio_part04_2018.10.06/DCB_se1_ag4_m_02_1.wav,male,male,104.wav,152288,old,african_american,83.wav
1_2577,S28,459.777937,485.287438,not really um i'm more into like more beat beat oriented music like um since i like i go to like so called raves or whatever yeah like um <NOISE=so> i really like into that like just that type of music and um i don't know uh i haven't really played music in awhile because like um i'm starting to get back into it just doing different things,25.509501,s2801a.wav,data/buckeye/s2801a.wav,male,male,105.wav,408160,young,caucasian,36.wav
0_6356,ROC_se0_ag1_m_02,2431.3268,2500.3658,"Well no it's a stereotype of like feminism. (pause 0.36) Like, (pause 0.15) I feel like a lot of black women in Rochester are feminists. (pause 0.74) And that come from being independent for so long. (pause 0.08) you know what I mean, f- for- for like the female race to be- (pause 1.03) Well, the females (pause 0.33) to be like, (pause 0.46) independent for so long without like that male figure in your life, (pause 0.40) that when like the daughter grows up, (pause 0.39) she carries the traits of being like a independent woman herself. (pause 0.19) So it's hard to like- (pause 0.93) a man to kind of like (pause 0.72) conform that person that's been independent and strongly on their own, you know what I mean, like. (pause 0.26) To be a strong independent woman, and to get married or to be i- in a relationship (pause 0.27) you kind of gotta kind of like, conform and like (pause 0.35) tone yourself down for both of you guys to fit, (pause 0.19) you know what I mean. (pause 0.64) So I think that's a huge thing, where people like, you know what. (pause 0.26) That's what make a lot of people just go to white girls, cause they like, yo I'm not tryna keep (pause 0.45) arguing with you, but it's like (pause 0.35) she pay her bill, she got her job, she bust her ass, she got her education and you do too. (pause 0.28) So now, (pause 0.54) women in- (pause 0.17) in our generation, I feel like, (pause 1.59) they gonna argue back, you know what I mean. (pause 0.42) And it's- I'm not saying n- not stand your ground (pause 0.35) but women just like yo, we don't need y'all. (pause 1.10) You know what I mean, s- (pause 0.18) so, when you already got that attitude, dude approach you, it's just already like oh, she snobby, (pause 0.42) you know what I mean.",69.03900000000021,ROC_se0_ag1_m_02_1.wav,data/CORAAL/ROC/ROC_audio_part02_2020.05/ROC_se0_ag1_m_02_1.wav,male,female,106.wav,1104624,young,african_american,84.wav
1_844,S11,165.451,190.801,well the p s a t's and the yknow just all those centralized scoring systems they have they <CUTOFF-th=they> they pretty much told me that yknow my scores when i was in what was it fifth grade yeah fifth grade they said that i was i had a high i q and i could be doctor lawyer ya da ya ya da i don't,25.349999999999994,s1102b.wav,data/buckeye/s1102b.wav,male,male,107.wav,405600,young,caucasian,80.wav
1_888,S11,385.537,399.149,<UNKNOWN> but it's just me yknow i told her i tried to tell her yknow <UNKNOWN> i'm not in any kind of writing special program or anything like that i'm not a doctor that's for damn sure driving a eighty five truck,13.612000000000023,s1104a.wav,data/buckeye/s1104a.wav,male,male,108.wav,217792,young,caucasian,51.wav
0_1288,DCB_se1_ag3_m_01,1189.2743,1217.0008,"It can be looked at, I guess, as bad you talk- but, nah, like for us it made you (pause 0.71) tougher. (pause 0.54) You know, as far as (pause 0.17) your default. (pause 0.09) So, I know I had a big head, so (pause 0.80) I didn't have to worry about, (pause 0.65) you know, okay, I know now, at first, I used to be like ah, they talking about my head, now it's (pause 0.19) oh yeah, you right. I do got a big head. <laugh> And I accepted it, and then it was just fun after that. It was like, oh okay. (pause 0.86) And I'd figure out something (pause 0.30) about them. And then we would just go back and forth, (pause 0.43) you know.",27.726499999999987,DCB_se1_ag3_m_01_1.wav,data/CORAAL/DCB/DCB_audio_part03_2018.10.06/DCB_se1_ag3_m_01_1.wav,male,female,109.wav,443616,old,african_american,0.wav
0_5989,ROC_se0_ag1_f_01,1254.5313,1271.6322,"I've entertained it. (pause 0.32) I definitely wanted to do, um, traveling nursing for sure, (pause 0.52) um, once I get my RN though. (pause 0.18) I wanna (pause 0.16) experience the world. I love to travel, so (pause 0.62) that's what, (pause 0.17) um, has been my kind of (pause 0.16) goal for the next maybe three, four years, so.",17.10089999999991,ROC_se0_ag1_f_01_1.wav,data/CORAAL/ROC/ROC_audio_part01_2020.05/ROC_se0_ag1_f_01_1.wav,female,female,110.wav,273616,young,african_american,87.wav
0_6359,ROC_se0_ag1_m_02,1088.0255,1145.5504,"I heard that song. S- (pause 0.09) a- no I actually seen the music video (pause 0.27) I had a /?/ I had to be like what, (pause 0.52) eight years old. (pause 1.04) I watched the music video. (pause 0.40) I'm like, yo, this is the best song in the w- (pause 0.12) ever, like, (pause 0.65) the clash of her singing (pause 0.65) and like, her soulfulness, and his like, rap lyrics. I'm just like, yo, (pause 0.31) this what I should be doing. (pause 0.83) And ever since then, (pause 0.49) I used to like, just like- (pause 0.80) I had like a karaoke machine (pause 0.15) that had like a recorder with a microphone. (pause 0.43) And I literally just wrote (pause 0.19) every single day (pause 0.41) and just rap records on my microphone, o- over a little tape. (pause 0.56) And they- it was funny because (pause 0.10) then they didn't have the engineering, (pause 0.33) so I would get two radio- I would get my one radio, (pause 0.28) push play on my radio to play the music out loud (pause 0.41) then I take the cassette recorder one (pause 0.35) an- and just rap, (pause 0.10) but I have another microphone sitting by the- (pause 0.13) the music (pause 0.26) just to make songs. And I- and that was at like twelve years old, (pause 0.30) you know. (pause 0.67) Lauryn Hill and Nas i- (pause 0.10) If I Ruled the World is the reason why I rap, (pause 0.44) and (pause 0.09) do art period. (pause 1.13) That song was like my- <laugh> (pause 0.88)",57.52490000000012,ROC_se0_ag1_m_02_1.wav,data/CORAAL/ROC/ROC_audio_part02_2020.05/ROC_se0_ag1_m_02_1.wav,male,female,111.wav,920400,young,african_american,19.wav
1_1235,S14,729.969,737.941,um-hum which meant she'd never get the nomination because of who controls the republican party,7.97199999999998,s1401b.wav,data/buckeye/s1401b.wav,female,female,112.wav,127552,old,caucasian,93.wav
1_1824,S21,209.303,225.199,crazy um the mall i don't even like north land mall i wish would stay because i mean it's close to where i live um i've been going there all my <CUTOFF-l=life> since i was born probably um so,15.896000000000017,s2102b.wav,data/buckeye/s2102b.wav,female,male,113.wav,254336,young,caucasian,89.wav
0_1975,DCB_se2_ag4_f_01,1394.4649,1411.9986,"That's my journey. (pause 0.23) I'm writing (pause 1.01) a little book, (pause 2.41) my journey of survival. (pause 0.30) My life on survival. (pause 1.35) I saw a therapist once, and she said, (pause 0.56) you have been surviving all your life. (pause 2.99) It's been on automatic.",17.533699999999953,DCB_se2_ag4_f_01_1.wav,data/CORAAL/DCB/DCB_audio_part07_2018.10.06/DCB_se2_ag4_f_01_1.wav,female,female,114.wav,280544,old,african_american,26.wav
0_26,ATL_se0_ag1_f_01,876.5458,881.7829,"(pause 2.35) I've been calculating money like that cause at the little job I work,",5.237100000000055,ATL_se0_ag1_f_01_1.wav,data/CORAAL/ATL/ATL_audio_part01_2020.05/ATL_se0_ag1_f_01_1.wav,female,male,115.wav,83792,young,african_american,17.wav
1_1929,S22,150.04807,173.671562,they they'd go out there and there was um i suppose it was a county seat town and they'd file a claim on a certain area of land uh it was surveyed off and marked off in sections a section of land is uh six hundred and forty acres and that sounds like a lot of it is a good sized area,23.623492,s2203b.wav,data/buckeye/s2203b.wav,male,female,116.wav,377968,old,caucasian,20.wav
1_690,S09,423.042396,485.370812,i don't know i i wouldn't personally like think that the parents should be held responsible i mean they do have yknow a certain amount of responsibility for the fact that they should've been more aware and and especially because i mean i believe that those or at least one of the two had been in counseling and had to yknow was doing it aggression management or something like that um yknow you would think that if they were going through something like that you would just sort of yknow maybe keep a closer eye on what they were doing so i think yknow to that degree yknow the parents should've um yknow um worse sort of responsible and also with like their kids disposition i mean yknow would you not notice some difference if something like that was going to happen i mean depending on a yknow how well they hid it or whatever but um i think at that point though you're you're so influenced by your peers,62.328416,s0901b.wav,data/buckeye/s0901b.wav,female,female,117.wav,997248,young,caucasian,95.wav
1_1218,S14,127.890008,171.698169,i'm not sure yet um at least based on money raised it looks like george w could trample almost anybody but george w hasn't gotten out there in the fray yet and given too many answers to issues he talks about compassionate conservativism and i don't know what that means yknow i i want answers to specific questions as to what does compassionate conservative mean but i don't think that i'm uh average in that i don't go for the the the slick image <CUTOFF-j=just> bothers me um he has the potential of <CUTOFF-ch=trampling> of trampling gore i think that gore will be the the nominee no matter what bradley does gore has it sewn up because he's the insider um at,43.80816100000001,s1402b.wav,data/buckeye/s1402b.wav,female,female,118.wav,700928,old,caucasian,18.wav
1_1353,S16,196.474,213.706,and he didn't spell them and he couldn't read them later nobody has to know that so and so went down the hall and made a copy of so and so's notes on the xerox machine for the dumb kid yknow you just yknow you just say to one student that sits in the front that's usually a girl who usually yknow writes really neat and gets it all,17.232,s1604a.wav,data/buckeye/s1604a.wav,female,male,119.wav,275712,old,caucasian,28.wav
