expressed_emotion,emotion_intensity,stimulus_id,sentences,semantically_neutral,number_of_surveys,raw_taget_emotion_score,raw_control_emotion_1_score,raw_control_emotion_2_score,raw_control_emotion_3_score,raw_control_emotion_4_score,raw_control_none_of_the_above_score,p_value,control_taget_emotion_score,control_control_emotion_1_score,control_control_emotion_2_score,control_control_emotion_3_score,control_control_emotion_4_score,control_control_none_of_the_above_score,valence,intensity,arousal,target_emotion,control_emotion,control_emotion_2,control_emotion_3,control_emotion_4,control_emotion_5,original_id,speaker_id,speaker_age,speaker_gender,fixed_audio,stimulus_dir,id_corrected,file_exists,sample_length,path
Jealous,High,fix__QV11D,"Yes, it happened again ",yes,21,19.047619047619047,19.047619047619047,38.095238095238095,9.523809523809524,4.761904761904762,9.523809523809524,0.26495137787668677,2.46701090074584,2.467010900745838,25.41594951233505,0.0,0.0,0.0,2.142857143,3.380952381,3.285714286,Jealous,Disappointed,Disgusted,Interested,Kind,None of the above,Q-V11Dx,Q,10,Female,True,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Jealous,False,True,49152.0,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Jealous/fix__QV11D.wav
Jealous,High,QV11B,There’s none left for me,no,22,40.909090909090914,31.818181818181817,27.27272727272727,0.0,0.0,0.0,0.001517556658343855,28.806133625410734,17.853231106243154,12.37677984665936,0.0,0.0,0.0,1.90909090909091,3.45454545454545,3.27272727272727,Jealous,Disappointed,Disgusted,Interested,Kind,None of the above,Q-V11B,Q,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Jealous,False,True,43008.0,data/EU_Emotion_Stimulus_Set/Original/Jealous/QV11B.wav
Jealous,High,QV11A,I deserve it more than her,no,20,55.00000000000001,20.0,10.0,5.0,10.0,0.0,1.5294887418804137e-05,45.78313253012048,3.614457831325301,0.0,0.0,0.0,0.0,2.55,3.95,3.7,Jealous,Disappointed,Disgusted,Interested,Kind,None of the above,Q-V11A,Q,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Jealous,False,True,43776.0,data/EU_Emotion_Stimulus_Set/Original/Jealous/QV11A.wav
Joking,High,QV12F,What are you going to do? ,yes,23,39.130434782608695,0.0,26.08695652173913,0.0,4.3478260869565215,30.434782608695656,0.0022864295350708552,26.663174436877952,0.0,10.948140387637505,0.0,0.0,16.186485070717655,3.30434782608696,2.69565217391304,2.43478260869565,Joking,Kind,Interested,Proud,Angry,None of the above,Q-V12F,Q,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Joking,False,True,34176.0,data/EU_Emotion_Stimulus_Set/Original/Joking/QV12F.wav
Joking,High,QV12D,Let me do that ,yes,21,42.857142857142854,19.047619047619047,14.285714285714285,4.761904761904762,14.285714285714285,4.761904761904762,0.004243560494012311,31.153184165232357,2.467010900745838,0.0,0.0,0.0,0.0,3.9047619047619,3.76190476190476,3.52380952380952,Joking,Kind,Interested,Proud,Angry,None of the above,Q-V12D,Q,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Joking,False,True,33408.0,data/EU_Emotion_Stimulus_Set/Original/Joking/QV12D.wav
Joking,High,QV12G,Bet you weren't expecting that ,yes,22,68.18181818181817,4.545454545454546,4.545454545454546,4.545454545454546,0.0,18.181818181818183,1.107464933092217e-07,61.66484118291346,0.0,0.0,0.0,0.0,1.4238773274917844,3.5,3.13636363636364,3.04545454545455,Joking,Kind,Interested,Proud,Angry,None of the above,Q-V12G,Q,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Joking,False,True,38016.0,data/EU_Emotion_Stimulus_Set/Original/Joking/QV12G.wav
Joking,High,QV12E,This doesn't look good ,yes,20,70.0,5.0,0.0,0.0,0.0,25.0,1.4120141944573561e-08,63.85542168674698,0.0,0.0,0.0,0.0,9.638554216867469,3.35,3.1,2.45,Joking,Kind,Interested,Proud,Angry,None of the above,Q-V12E,Q,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Joking,False,True,34176.0,data/EU_Emotion_Stimulus_Set/Original/Joking/QV12E.wav
Joking,High,QV12A,Made you look!,no,22,81.81818181818183,4.545454545454546,0.0,4.545454545454546,0.0,9.090909090909092,1.5072387782311125e-12,78.09419496166484,0.0,0.0,0.0,0.0,0.0,3.5,2.95454545454545,2.86363636363636,Joking,Kind,Interested,Proud,Angry,None of the above,Q-V12A,Q,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Joking,False,True,26496.0,data/EU_Emotion_Stimulus_Set/Original/Joking/QV12A.wav
Afraid,Low,QV4A,I don’t like this,no,20,30.0,5.0,0.0,55.00000000000001,5.0,5.0,0.037135343038672386,15.662650602409636,0.0,0.0,45.78313253012048,0.0,0.0,2.0,3.45,3.15,Afraid,Ashamed,Unfriendly,Disappointed,Kind,None of the above,Q-V4A,Q,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Afraid - Low Intensity,,False,,
Disgusted,Low,QV6A,"Eugh, I can’t look",no,22,81.81818181818183,9.090909090909092,0.0,0.0,9.090909090909092,0.0,1.5072387782311125e-12,78.09419496166484,0.0,0.0,0.0,0.0,0.0,2.36363636363636,3.59090909090909,3.09090909090909,Disgusted,Afraid,Frustrated,Sad,Interested,None of the above,Q-V6A,Q,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Disgusted - Low Intensity,False,True,54528.0,data/EU_Emotion_Stimulus_Set/Original/Disgusted - Low Intensity/QV6A.wav
Angry,High,FV17C,I knew it from the start,yes,20,5.0,10.0,70.0,0.0,5.0,10.0,0.8695797334770559,0.0,0.0,63.85542168674698,0.0,0.0,0.0,2.75,2.75,2.85,Angry,Jealous,Disgusted,Surprised,Happy,None of the above,F-V17C,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Angry,False,True,27648.0,data/EU_Emotion_Stimulus_Set/Original/Angry/FV17C.wav
Angry,High,FV17G,Here we go again ,yes,22,18.181818181818183,0.0,59.09090909090909,4.545454545454546,0.0,18.181818181818183,0.29964316877179,1.4238773274917844,0.0,50.71193866374589,0.0,0.0,1.4238773274917844,2.27272727272727,2.81818181818182,3.13636363636364,Angry,Jealous,Disgusted,Surprised,Happy,None of the above,F-V17G,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Angry,False,True,28416.0,data/EU_Emotion_Stimulus_Set/Original/Angry/FV17G.wav
Frustrated,High,FV23A,Why won’t this work?!,no,24,58.333333333333336,16.666666666666664,4.166666666666666,8.333333333333332,8.333333333333332,4.166666666666666,6.057541739323824e-07,49.799196787148595,-0.4016064257028138,0.0,0.0,0.0,0.0,2.25,3.45833333333333,3.375,Frustrated,Sad,Jealous,Sneaky,Kind,None of the above,F-V23A,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Frustrated,False,True,32256.0,data/EU_Emotion_Stimulus_Set/Original/Frustrated/FV23A.wav
Interested,High,FV21D,Let me do that ,yes,22,54.54545454545454,0.0,13.636363636363635,0.0,0.0,31.818181818181817,5.6418602425445386e-05,45.23548740416209,0.0,0.0,0.0,0.0,17.853231106243154,3.68181818181818,2.63636363636364,2.5,Interested,Excited,Proud,Joking,Disappointed,None of the above,F-V21D,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Interested,False,True,23424.0,data/EU_Emotion_Stimulus_Set/Original/Interested/FV21D.wav
Interested,High,FV21B,What happened after that?,no,24,66.66666666666666,4.166666666666666,8.333333333333332,0.0,12.5,8.333333333333332,6.681090036764203e-08,59.839357429718866,0.0,0.0,0.0,0.0,0.0,3.25,3.25,3.125,Interested,Excited,Proud,Joking,Disappointed,None of the above,F-V21B,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Interested,False,True,29184.0,data/EU_Emotion_Stimulus_Set/Original/Interested/FV21B.wav
Kind,High,FV24C,What are you going to do? ,yes,21,9.523809523809524,71.42857142857143,0.0,4.761904761904762,9.523809523809524,4.761904761904762,0.70438072921466,0.0,65.57659208261619,0.0,0.0,0.0,0.0,3.76190476190476,2.76190476190476,2.80952380952381,Kind,Interested,Proud,Excitement,Frustrated,None of the above,F-V24C,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Kind,False,True,25344.0,data/EU_Emotion_Stimulus_Set/Original/Kind/FV24C.wav
Kind,High,FV24E,Yes it  happened again ,yes,22,22.727272727272727,13.636363636363635,9.090909090909092,9.090909090909092,18.181818181818183,27.27272727272727,0.14699928883333602,6.900328587075573,0.0,0.0,0.0,1.4238773274917844,12.37677984665936,3.40909090909091,2.72727272727273,2.59090909090909,Kind,Interested,Proud,Excitement,Frustrated,None of the above,F-V24E,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Kind,False,True,32256.0,data/EU_Emotion_Stimulus_Set/Original/Kind/FV24E.wav
Kind,High,FV24A,Let me help you,no,22,72.72727272727273,13.636363636363635,0.0,0.0,13.636363636363635,0.0,6.61471544205483e-10,67.14129244249726,0.0,0.0,0.0,0.0,0.0,4.0,3.09090909090909,3.22727272727273,Kind,Interested,Proud,Excitement,Frustrated,None of the above,F-V24A,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Kind,False,True,24576.0,data/EU_Emotion_Stimulus_Set/Original/Kind/FV24A.wav
Neutral,High,FV14F,It was always like that,yes,22,36.36363636363637,9.090909090909092,0.0,0.0,36.36363636363637,18.181818181818183,0.006130793918705857,23.329682365826944,0.0,0.0,0.0,23.329682365826944,1.4238773274917844,2.45454545454545,2.54545454545455,2.5,Neutral,Bored,Kind,Surprised,Frustrated,None of the above,F-V14F,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Neutral,False,True,24576.0,data/EU_Emotion_Stimulus_Set/Original/Neutral/FV14F.wav
Neutral,High,FV14G,This doesn't look good,yes,21,52.38095238095239,9.523809523809524,0.0,0.0,14.285714285714285,23.809523809523807,3.0248965602996947e-05,42.62765347102697,0.0,0.0,0.0,0.0,8.20424555364314,2.57142857142857,2.61904761904762,2.52380952380952,Neutral,Bored,Kind,Surprised,Frustrated,None of the above,F-V14G,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Neutral,False,True,24576.0,data/EU_Emotion_Stimulus_Set/Original/Neutral/FV14G.wav
Neutral,High,FV14B,I knew it from the start,yes,23,60.86956521739131,4.3478260869565215,0.0,0.0,34.78260869565217,0.0,2.689146278989085e-07,52.85489785227868,0.0,0.0,0.0,21.4248297537978,0.0,2.69565217391304,2.21739130434783,2.1304347826087,Neutral,Bored,Kind,Surprised,Frustrated,None of the above,F-V14B,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Neutral,False,True,23808.0,data/EU_Emotion_Stimulus_Set/Original/Neutral/FV14B.wav
Proud,High,FV28D,Let me do that ,yes,20,5.0,0.0,10.0,70.0,0.0,15.0,0.8695797334770559,0.0,0.0,0.0,63.85542168674698,0.0,0.0,3.65,2.85,2.75,Proud,Excited,Interested,Kind,Afraid,None of the above,F-V28D,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Proud,False,True,25728.0,data/EU_Emotion_Stimulus_Set/Original/Proud/FV28D.wav
Proud,High,FV27C,Yes it happened again ,yes,20,15.0,10.0,30.0,10.0,0.0,35.0,0.43345436222433076,0.0,0.0,15.662650602409636,0.0,0.0,21.686746987951803,3.25,2.65,2.35,Proud,Excited,Interested,Kind,Afraid,None of the above,F-V27C,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Proud,False,True,26496.0,data/EU_Emotion_Stimulus_Set/Original/Proud/FV27C.wav
Proud,High,FV29D,Bet you weren't expecting that,yes,21,23.809523809523807,14.285714285714285,19.047619047619047,19.047619047619047,4.761904761904762,19.047619047619047,0.26495137787668677,8.20424555364314,0.0,2.467010900745838,2.467010900745838,0.0,2.467010900745838,3.2,2.9,2.65,Proud,Excited,Interested,Kind,Afraid,None of the above,F-V29D,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Proud,False,True,40704.0,data/EU_Emotion_Stimulus_Set/Original/Proud/FV29D.wav
Proud,High,fix__FV27B,I knew I could do it,no,25,76.0,8.0,0.0,4.0,8.0,4.0,6.128431095930864e-12,71.08433734939759,0.0,0.0,0.0,0.0,0.0,3.96,3.08,3.28,Proud,Excited,Interested,Kind,Afraid,None of the above,F-V27Bx,F,10,Female,True,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Proud,False,True,21504.0,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Proud/fix__FV27B.wav
Sad,High,FV15D,Is this for me?,yes,22,18.181818181818183,40.909090909090914,0.0,0.0,0.0,40.909090909090914,0.29964316877179,1.4238773274917844,28.806133625410734,0.0,0.0,0.0,28.806133625410734,2.40909090909091,2.63636363636364,2.54545454545455,Sad,Afraid,Jealous,Disgusted,Proud,None of the above,F-V15D,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Sad,False,True,27264.0,data/EU_Emotion_Stimulus_Set/Original/Sad/FV15D.wav
Sad,High,fix__FV15E,What's all this?,yes,21,47.61904761904761,9.523809523809524,9.523809523809524,9.523809523809524,4.761904761904762,19.047619047619047,0.0009723558912100305,36.89041881812965,0.0,0.0,0.0,0.0,2.467010900745838,2.52380952380952,3.14285714285714,3.14285714285714,Sad,Afraid,Jealous,Disgusted,Proud,None of the above,F-V15Ex,F,10,Female,True,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Sad,False,True,30336.0,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Sad/fix__FV15E.wav
Sad,High,fix__FV15F,It was always like that,yes,21,52.38095238095239,14.285714285714285,4.761904761904762,4.761904761904762,14.285714285714285,9.523809523809524,3.0248965602996947e-05,42.62765347102697,0.0,0.0,0.0,0.0,0.0,2.28571428571429,3.14285714285714,3.0,Sad,Afraid,Jealous,Disgusted,Proud,None of the above,F-V15Fx,F,10,Female,True,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Sad,False,True,41856.0,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Sad/fix__FV15F.wav
Sad,High,fix__FV15B,I’ve lost everything,no,25,92.0,0.0,0.0,0.0,0.0,8.0,0.0,90.36144578313254,0.0,0.0,0.0,0.0,0.0,2.44,3.56,3.48,Sad,Afraid,Jealous,Disgusted,Proud,None of the above,F-V15Bx,F,10,Female,True,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Sad,False,True,30336.0,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Sad/fix__FV15B.wav
Sneaky,High,FV26C,What are you going to do?,yes,20,5.0,0.0,35.0,0.0,45.0,15.0,0.8695797334770559,0.0,0.0,21.686746987951803,0.0,33.734939759036145,0.0,2.7,2.05,2.45,Sneaky,Angry,Disappointed,Ashamed,Kind,None of the above,F-V26C,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Sneaky,False,True,36864.0,data/EU_Emotion_Stimulus_Set/Original/Sneaky/FV26C.wav
Sneaky,High,FV26E,What will we do now?,yes,21,47.61904761904761,0.0,9.523809523809524,0.0,9.523809523809524,33.33333333333333,0.0009723558912100305,36.89041881812965,0.0,0.0,0.0,0.0,19.678714859437747,3.0952380952381,2.0,2.0,Sneaky,Angry,Disappointed,Ashamed,Kind,None of the above,F-V26E,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Sneaky,False,True,41856.0,data/EU_Emotion_Stimulus_Set/Original/Sneaky/FV26E.wav
Sneaky,High,FV26A,I’ll do it when nobody is watching,no,22,68.18181818181817,0.0,9.090909090909092,13.636363636363635,4.545454545454546,4.545454545454546,1.107464933092217e-07,61.66484118291346,0.0,0.0,0.0,0.0,0.0,2.5,3.04545454545455,2.95454545454545,Sneaky,Angry,Disappointed,Ashamed,Kind,None of the above,F-V26A,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Sneaky,False,True,51456.0,data/EU_Emotion_Stimulus_Set/Original/Sneaky/FV26A.wav
Sneaky,High,FV26B,Nobody will ever find it here,no,20,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3.3,2.85,2.25,Sneaky,Angry,Disappointed,Ashamed,Kind,None of the above,F-V26B,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Sneaky,False,True,38784.0,data/EU_Emotion_Stimulus_Set/Original/Sneaky/FV26B.wav
Surprised,High,FV19B,Did that really happen?,no,20,40.0,10.0,0.0,30.0,5.0,15.0,0.002841615664239905,27.710843373493976,0.0,0.0,15.662650602409636,0.0,0.0,3.25,2.8,3.05,Surprised,Happy,Joking ,Worried,Bored,None of the above,F-V19B,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Surprised,False,True,31104.0,data/EU_Emotion_Stimulus_Set/Original/Surprised/FV19B.wav
Surprised,High,fix__FV19F,Is this for me?,yes,21,47.61904761904761,23.809523809523807,0.0,9.523809523809524,14.285714285714285,4.761904761904762,0.0009723558912100305,36.89041881812965,8.20424555364314,0.0,0.0,0.0,0.0,3.523809524,2.904761905,2.80952381,Surprised,Happy,Joking ,Worried,Bored,None of the above,F-V19Fx,F,10,Female,True,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Surprised,False,True,24576.0,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Surprised/fix__FV19F.wav
Surprised,High,FV19E,What's all this? ,yes,21,47.61904761904761,9.523809523809524,4.761904761904762,23.809523809523807,0.0,14.285714285714285,0.0009723558912100305,36.89041881812965,0.0,0.0,8.20424555364314,0.0,0.0,3.14285714285714,3.28571428571429,3.28571428571429,Surprised,Happy,Joking ,Worried,Bored,None of the above,F-V19E,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Surprised,False,True,24576.0,data/EU_Emotion_Stimulus_Set/Original/Surprised/FV19E.wav
Unfriendly,High,FV25C,Is it almost over? ,yes,22,0.0,9.090909090909092,9.090909090909092,81.81818181818183,0.0,0.0,0.9818860740940355,0.0,0.0,0.0,78.09419496166484,0.0,0.0,2.36363636363636,2.59090909090909,2.5,Unfriendly,Frustrated,Hurt,Bored,Surprised,None of the above,F-V25C,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Unfriendly,False,True,27648.0,data/EU_Emotion_Stimulus_Set/Original/Unfriendly/FV25C.wav
Unfriendly,High,FV25F,What will we do now? ,yes,20,0.0,25.0,45.0,15.0,10.0,5.0,0.9739159466954111,0.0,9.638554216867469,33.734939759036145,0.0,0.0,0.0,2.45,2.25,2.4,Unfriendly,Frustrated,Hurt,Bored,Surprised,None of the above,F-V25F,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Unfriendly,False,True,29184.0,data/EU_Emotion_Stimulus_Set/Original/Unfriendly/FV25F.wav
Unfriendly,High,FV25E,Let me do that ,yes,20,35.0,40.0,0.0,5.0,0.0,20.0,0.01125328464287434,21.686746987951803,27.710843373493976,0.0,0.0,0.0,3.614457831325301,2.25,3.25,3.05,Unfriendly,Frustrated,Hurt,Bored,Surprised,None of the above,F-V25E,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Unfriendly,False,True,33024.0,data/EU_Emotion_Stimulus_Set/Original/Unfriendly/FV25E.wav
Unfriendly,High,FV25A,What are you doing here?,no,23,56.52173913043478,8.695652173913043,4.3478260869565215,13.043478260869565,17.391304347826086,0.0,2.289951903877707e-06,47.616553169198525,0.0,0.0,0.0,0.0,0.0,2.26086956521739,3.08695652173913,3.0,Unfriendly,Frustrated,Hurt,Bored,Surprised,None of the above,F-V25A,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Unfriendly,False,True,28416.0,data/EU_Emotion_Stimulus_Set/Original/Unfriendly/FV25A.wav
Worried,High,FV22B,"Oh no, I think its broken! ",no,20,65.0,5.0,30.0,0.0,0.0,0.0,1.7976531563324016e-07,57.831325301204814,0.0,15.662650602409636,0.0,0.0,0.0,2.15,3.05,3.0,Worried,Angry,Disappointed,Disgusted,Happy,None of the above,F-V22B,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Worried,False,True,46464.0,data/EU_Emotion_Stimulus_Set/Original/Worried/FV22B.wav
Worried,High,FV22C,This doesn't look good ,no,21,90.47619047619048,0.0,4.761904761904762,0.0,4.761904761904762,0.0,4.884981308350689e-15,88.52553069420539,0.0,0.0,0.0,0.0,0.0,2.23809523809524,2.80952380952381,2.42857142857143,Worried,Angry,Disappointed,Disgusted,Happy,None of the above,F-V22C,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Worried,False,True,34944.0,data/EU_Emotion_Stimulus_Set/Original/Worried/FV22C.wav
Angry,Low,FV18E,I knew it would happen,yes,22,18.181818181818183,4.545454545454546,18.181818181818183,0.0,0.0,59.09090909090909,0.29964316877179,1.4238773274917844,0.0,1.4238773274917844,0.0,0.0,50.71193866374589,2.54545454545455,2.81818181818182,2.45454545454545,Angry,Jealous,Disgusted,Surprised,Happy,None of the above,F-V18E,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Angry - Low Intensity,False,True,27264.0,data/EU_Emotion_Stimulus_Set/Original/Angry - Low Intensity/FV18E.wav
Angry,Low,FV18A,What do you think you’re doing?,no,21,19.047619047619047,4.761904761904762,38.095238095238095,4.761904761904762,9.523809523809524,23.809523809523807,0.26495137787668677,2.467010900745838,0.0,25.41594951233505,0.0,0.0,8.20424555364314,2.35,2.7,2.75,Angry,Jealous,Disgusted,Surprised,Happy,None of the above,F-V18A,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Angry - Low Intensity,False,True,31488.0,data/EU_Emotion_Stimulus_Set/Original/Angry - Low Intensity/FV18A.wav
Angry,Low,FV18H,Is this for me?,yes,21,23.809523809523807,0.0,14.285714285714285,9.523809523809524,9.523809523809524,42.857142857142854,0.26495137787668677,8.20424555364314,0.0,0.0,0.0,0.0,31.153184165232357,2.38095238095238,2.52380952380952,2.42857142857143,Angry,Jealous,Disgusted,Surprised,Happy,None of the above,F-V18H,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Angry - Low Intensity,False,True,23424.0,data/EU_Emotion_Stimulus_Set/Original/Angry - Low Intensity/FV18H.wav
Angry,Low,FV18B,Look what you’ve done,no,20,35.0,5.0,40.0,15.0,0.0,5.0,0.01125328464287434,21.686746987951803,0.0,27.710843373493976,0.0,0.0,0.0,2.8,3.25,3.45,Angry,Jealous,Disgusted,Surprised,Happy,None of the above,F-V18B,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Angry - Low Intensity,False,True,25728.0,data/EU_Emotion_Stimulus_Set/Original/Angry - Low Intensity/FV18B.wav
Surprised,Low,FV20A,Oh my goodness,no,20,50.0,30.0,0.0,10.0,0.0,10.0,0.00010501935652418304,39.75903614457831,15.662650602409636,0.0,0.0,0.0,0.0,3.5,2.95,2.6,Surprised,Happy,Joking ,Worried,Bored,None of the above,F-V20A,F,10,Female,False,data/EU_Emotion_Stimulus_Set/Original/Surprised - Low Intensity,False,True,25728.0,data/EU_Emotion_Stimulus_Set/Original/Surprised - Low Intensity/FV20A.wav
Angry,High,JV17H,Is this for me?,yes,20,5.0,5.0,25.0,45.0,5.0,15.0,0.8695797334770559,0.0,0.0,9.638554216867469,33.734939759036145,0.0,0.0,2.85,3.0,2.9,Angry,Jealous,Disgusted,Surprised,Happy,None of the above,J-V17H,J,12,Male,False,data/EU_Emotion_Stimulus_Set/Original/Angry,False,True,27648.0,data/EU_Emotion_Stimulus_Set/Original/Angry/JV17H.wav
Angry,High,JV17G,Here we go again ,yes,21,9.523809523809524,9.523809523809524,47.61904761904761,4.761904761904762,19.047619047619047,9.523809523809524,0.70438072921466,0.0,0.0,36.89041881812965,0.0,2.467010900745838,0.0,2.71428571428571,3.14285714285714,3.0952380952381,Angry,Jealous,Disgusted,Surprised,Happy,None of the above,J-V17G,J,12,Male,False,data/EU_Emotion_Stimulus_Set/Original/Angry,False,True,27648.0,data/EU_Emotion_Stimulus_Set/Original/Angry/JV17G.wav
Angry,High,JV17E,I knew it would happen,yes,22,18.181818181818183,18.181818181818183,45.45454545454545,0.0,0.0,18.181818181818183,0.29964316877179,1.4238773274917844,1.4238773274917844,34.28258488499453,0.0,0.0,1.4238773274917844,2.13636363636364,3.09090909090909,2.81818181818182,Angry,Jealous,Disgusted,Surprised,Happy,None of the above,J-V17E,J,12,Male,False,data/EU_Emotion_Stimulus_Set/Original/Angry,False,True,29568.0,data/EU_Emotion_Stimulus_Set/Original/Angry/JV17E.wav
Angry,High,fix__JV17C,I knew it from the start,yes,25,28.000000000000004,24.0,32.0,0.0,0.0,16.0,0.044731927472454025,13.253012048192772,8.433734939759034,18.072289156626507,0.0,0.0,0.0,2.4,3.24,3.08,Angry,Jealous,Disgusted,Surprised,Happy,None of the above,J-V17Cx,J,12,Male,True,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Angry,False,True,44928.0,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Angry/fix__JV17C.wav
Angry,High,JV17A,What do you think you’re doing?,no,22,54.54545454545454,4.545454545454546,31.818181818181817,4.545454545454546,0.0,4.545454545454546,5.6418602425445386e-05,45.23548740416209,0.0,17.853231106243154,0.0,0.0,0.0,2.22727272727273,2.90909090909091,2.68181818181818,Angry,Jealous,Disgusted,Surprised,Happy,None of the above,J-V17A,J,12,Male,False,data/EU_Emotion_Stimulus_Set/Original/Angry,False,True,33792.0,data/EU_Emotion_Stimulus_Set/Original/Angry/JV17A.wav
Frustrated,High,JV23B,What will we do now? ,yes,24,58.333333333333336,25.0,0.0,8.333333333333332,8.333333333333332,0.0,6.057541739323824e-07,49.799196787148595,9.638554216867469,0.0,0.0,0.0,0.0,2.625,3.625,3.25,Frustrated,Sad,Jealous,Sneaky,Kind,None of the above,J-V23B,J,12,Male,False,data/EU_Emotion_Stimulus_Set/Original/Frustrated,False,True,30336.0,data/EU_Emotion_Stimulus_Set/Original/Frustrated/JV23B.wav
Frustrated,High,JV23C,Is it almost over? ,yes,20,95.0,0.0,0.0,5.0,0.0,0.0,0.0,93.97590361445782,0.0,0.0,0.0,0.0,0.0,2.15,3.9,3.35,Frustrated,Sad,Jealous,Sneaky,Kind,None of the above,J-V23C,J,12,Male,False,data/EU_Emotion_Stimulus_Set/Original/Frustrated,False,True,36864.0,data/EU_Emotion_Stimulus_Set/Original/Frustrated/JV23C.wav
Frustrated,High,JV23A,Why won’t this work?!,no,22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.18181818181818,3.59090909090909,2.95454545454545,Frustrated,Sad,Jealous,Sneaky,Kind,None of the above,J-V23A,J,12,Male,False,data/EU_Emotion_Stimulus_Set/Original/Frustrated,False,True,37632.0,data/EU_Emotion_Stimulus_Set/Original/Frustrated/JV23A.wav
Interested,High,JV21G,Bet you weren't expecting that,yes,20,15.0,0.0,25.0,10.0,30.0,20.0,0.43345436222433076,0.0,0.0,9.638554216867469,0.0,15.662650602409636,3.614457831325301,2.9,2.75,2.5,Interested,Excited,Proud,Joking,Disappointed,None of the above,J-V21G,J,12,Male,False,data/EU_Emotion_Stimulus_Set/Original/Interested,False,True,33024.0,data/EU_Emotion_Stimulus_Set/Original/Interested/JV21G.wav
Interested,High,JV21F,This doesn't look good ,yes,20,25.0,0.0,0.0,0.0,50.0,25.0,0.10184048902816756,9.638554216867469,0.0,0.0,0.0,39.75903614457831,9.638554216867469,2.55,2.6,2.6,Interested,Excited,Proud,Joking,Disappointed,None of the above,J-V21F,J,12,Male,False,data/EU_Emotion_Stimulus_Set/Original/Interested,False,True,26496.0,data/EU_Emotion_Stimulus_Set/Original/Interested/JV21F.wav
